traceId,requestId,operationName,startMillis,startDay,startTime,endMillis,endDay,endTime
2491309028628605842,a2aaf4ce-40bb-45c0-a814-ece0171dc075-span-1,GetUnalignedZipsTotals,1708468521061,2024-02-20,22:35:21.061,1708468641099,2024-02-20,22:37:21.099
2447014948456072617,60067d42-c4fb-4ee6-8f74-c0a9b1655491-span-1,QbtMarketsProcedureDiagnosisGroups,1708542737169,2024-02-21,19:12:17.169,1708542739525,2024-02-21,19:12:19.525
2269009868480718333,60067d42-c4fb-4ee6-8f74-c0a9b1655491-span-1,QbtMarketsProcedureDiagnosisGroups,1708542798126,2024-02-21,19:13:18.126,1708542798132,2024-02-21,19:13:18.132
187704875620954753,4a46fe10-d663-4459-b1b8-ff4b85f11fe9-span-1,HcpReferralHcpCount,1708543676269,2024-02-21,19:27:56.269,1708543681279,2024-02-21,19:28:01.279
9063081167261905889,4a46fe10-d663-4459-b1b8-ff4b85f11fe9-span-1,HcpReferralHcpCount,1708543682088,2024-02-21,19:28:02.088,1708543684380,2024-02-21,19:28:04.380
4602891978946938739,1e649a9d-e9b2-4f4f-a45b-155aec2f125c-span-1,ClinicalPracticeHcpCodesVolume,1708611213843,2024-02-22,14:13:33.843,1708611213899,2024-02-22,14:13:33.899
435330895876226620,2e953889-5c90-48d4-8f31-afd6def34dbf-span-1,HcpReferralHcpCount,1708614835676,2024-02-22,15:13:55.676,1708614840685,2024-02-22,15:14:00.685
2349418364159661897,f6c69020-ce93-4bed-ac12-2420530e61ad-span-1,QbtGetTerritoriesSumTotal,1708622652660,2024-02-22,17:24:12.660,1708622772684,2024-02-22,17:26:12.684
8443404692343829961,628ddca8-0dca-46f7-9037-dbd176df0c6f-span-1,QbtGetTotalsByRegion,1708704484841,2024-02-23,16:08:04.841,1708704604880,2024-02-23,16:10:04.880
6809396639918236746,25d08f4e-aebe-4c55-9250-ef57b3fa871a-span-1,GetUnalignedZipsTotals,1708721542999,2024-02-23,20:52:22.999,1708721548026,2024-02-23,20:52:28.026
9052894645214057641,d2d9030c-6868-4337-82ea-9c32d78de6e0-span-1,ClinicalPracticeHcpCodeGraph,1708963986350,2024-02-26,16:13:06.350,1708963988091,2024-02-26,16:13:08.091
5753395273330718034,0386d30c-2a83-41c8-8595-910033db2f35-span-1,GetUnalignedZipsTotals,1708964765157,2024-02-26,16:26:05.157,1708964885177,2024-02-26,16:28:05.177
4635315699441744667,6368b361-c304-4c4e-9b23-0b9b0331bd49-span-1,GetUnalignedZipsTotals,1708964773564,2024-02-26,16:26:13.564,1708964796630,2024-02-26,16:26:36.630
6008862850431855712,3006d43f-a460-434d-975b-5ef8b059c788-span-1,GetUnalignedZipsTotals,1708970761669,2024-02-26,18:06:01.669,1708970881708,2024-02-26,18:08:01.708
6733374928604230471,0fa0a9ef-46e7-4d59-9b61-62d8867b0dd9-span-1,HcpReferralHcpCount,1708972110975,2024-02-26,18:28:30.975,1708972115984,2024-02-26,18:28:35.984
4859473296395560356,487bcbeb-1db0-4f7f-afe3-d6fd7ca54628-span-1,QbtGetHcpProfileReport,1708982903171,2024-02-26,21:28:23.171,1708982908192,2024-02-26,21:28:28.192
6814806448186289658,487bcbeb-1db0-4f7f-afe3-d6fd7ca54628-span-1,QbtGetHcpProfileReport,1708982965662,2024-02-26,21:29:25.662,1708982965674,2024-02-26,21:29:25.674
8119932705350224927,c09b5dbf-3b95-4d20-806f-66c3ae86ad95-span-1,TargetingSiteOfCare,1708983375251,2024-02-26,21:36:15.251,1708983380271,2024-02-26,21:36:20.271
5374691095973037624,c09b5dbf-3b95-4d20-806f-66c3ae86ad95-span-1,TargetingSiteOfCare,1708983380769,2024-02-26,21:36:20.769,1708983385775,2024-02-26,21:36:25.775
3858658284156711087,c09b5dbf-3b95-4d20-806f-66c3ae86ad95-span-1,TargetingSiteOfCare,1708983387151,2024-02-26,21:36:27.151,1708983392163,2024-02-26,21:36:32.163
7008519973801874168,c09b5dbf-3b95-4d20-806f-66c3ae86ad95-span-1,TargetingSiteOfCare,1708983392349,2024-02-26,21:36:32.349,1708983397355,2024-02-26,21:36:37.355
5316012198603391935,c09b5dbf-3b95-4d20-806f-66c3ae86ad95-span-1,TargetingSiteOfCare,1708983401168,2024-02-26,21:36:41.168,1708983406175,2024-02-26,21:36:46.175
6918181060687361952,c09b5dbf-3b95-4d20-806f-66c3ae86ad95-span-1,TargetingSiteOfCare,1708983410202,2024-02-26,21:36:50.202,1708983415208,2024-02-26,21:36:55.208
4600305508077636197,c09b5dbf-3b95-4d20-806f-66c3ae86ad95-span-1,TargetingSiteOfCare,1708983417275,2024-02-26,21:36:57.275,1708983422282,2024-02-26,21:37:02.282
4721947140681263531,c09b5dbf-3b95-4d20-806f-66c3ae86ad95-span-1,TargetingSiteOfCare,1708983422996,2024-02-26,21:37:02.996,1708983428006,2024-02-26,21:37:08.006
6657388573614852212,c09b5dbf-3b95-4d20-806f-66c3ae86ad95-span-1,TargetingSiteOfCare,1708983428132,2024-02-26,21:37:08.132,1708983433145,2024-02-26,21:37:13.145
2511359298615890538,c09b5dbf-3b95-4d20-806f-66c3ae86ad95-span-1,TargetingSiteOfCare,1708983434385,2024-02-26,21:37:14.385,1708983439395,2024-02-26,21:37:19.395
7121340104368189654,c09b5dbf-3b95-4d20-806f-66c3ae86ad95-span-1,TargetingSiteOfCare,1708983441204,2024-02-26,21:37:21.204,1708983446211,2024-02-26,21:37:26.211
8058941097517235424,c09b5dbf-3b95-4d20-806f-66c3ae86ad95-span-1,TargetingSiteOfCare,1708983446336,2024-02-26,21:37:26.336,1708983451344,2024-02-26,21:37:31.344
3892419227414122213,c09b5dbf-3b95-4d20-806f-66c3ae86ad95-span-1,TargetingSiteOfCare,1708983455309,2024-02-26,21:37:35.309,1708983460317,2024-02-26,21:37:40.317
5451344353615893347,c09b5dbf-3b95-4d20-806f-66c3ae86ad95-span-1,TargetingSiteOfCare,1708983463462,2024-02-26,21:37:43.462,1708983468470,2024-02-26,21:37:48.470
1003676921901352332,c09b5dbf-3b95-4d20-806f-66c3ae86ad95-span-1,TargetingSiteOfCare,1708983468955,2024-02-26,21:37:48.955,1708983473963,2024-02-26,21:37:53.963
7644339692115993055,c09b5dbf-3b95-4d20-806f-66c3ae86ad95-span-1,TargetingSiteOfCare,1708983474233,2024-02-26,21:37:54.233,1708983479244,2024-02-26,21:37:59.244
8761216806392942187,07cd3619-b204-497f-aa8e-caca1eb9ef88-span-1,GetUnalignedZipsTotals,1709143929293,2024-02-28,18:12:09.293,1709143934337,2024-02-28,18:12:14.337
2551815309641531486,07cd3619-b204-497f-aa8e-caca1eb9ef88-span-1,GetUnalignedZipsTotals,1709143935697,2024-02-28,18:12:15.697,1709143937685,2024-02-28,18:12:17.685
6563897576022851049,07cd3619-b204-497f-aa8e-caca1eb9ef88-span-1,GetUnalignedZipsTotals,1709143997097,2024-02-28,18:13:17.097,1709143997107,2024-02-28,18:13:17.107
1850141128944611121,7f95ffe0-6c9c-427d-86a7-0cd3f977f437-span-1,HcpReferralHcpCount,1709221982764,2024-02-29,15:53:02.764,1709221987773,2024-02-29,15:53:07.773
748584531597460768,7f95ffe0-6c9c-427d-86a7-0cd3f977f437-span-1,HcpReferralHcpCount,1709221987953,2024-02-29,15:53:07.953,1709221992958,2024-02-29,15:53:12.958
352446859271034511,7f95ffe0-6c9c-427d-86a7-0cd3f977f437-span-1,HcpReferralHcpCount,1709221995232,2024-02-29,15:53:15.232,1709221999125,2024-02-29,15:53:19.125
3026379216014542360,d9623b5c-f092-4531-a8c2-29e8a840d12f-span-1,HcpReferralHcpCount,1709224066783,2024-02-29,16:27:46.783,1709224071792,2024-02-29,16:27:51.792
2720390419699492408,d9623b5c-f092-4531-a8c2-29e8a840d12f-span-1,HcpReferralHcpCount,1709224074111,2024-02-29,16:27:54.111,1709224079119,2024-02-29,16:27:59.119
6911673303668324542,daeb65e9-d191-467c-b3b6-5de6004a9b7c-span-1,TargetingHeatMap,1709224074782,2024-02-29,16:27:54.782,1709224079806,2024-02-29,16:27:59.806
4015658128823596738,8390481e-e9da-4a40-90a2-55585618f908-span-1,HcpReferralHcpCount,1709240008104,2024-02-29,20:53:28.104,1709240013112,2024-02-29,20:53:33.112
1213520475981489705,8390481e-e9da-4a40-90a2-55585618f908-span-1,HcpReferralHcpCount,1709240069402,2024-02-29,20:54:29.402,1709240069407,2024-02-29,20:54:29.407
6329632696364774184,36c5a61b-7fd1-4af2-bb39-31e3eb3e6806-span-1,GetUnalignedZipsTotals,1709246666351,2024-02-29,22:44:26.351,1709246786382,2024-02-29,22:46:26.382
4488324572225966426,ce1a179f-420d-4c6f-af8e-d8b05e56e08d-span-1,ClinicalPracticeSocGroupGraph,1709251931158,2024-03-01,00:12:11.158,1709251936188,2024-03-01,00:12:16.188
4575370056562092009,ce1a179f-420d-4c6f-af8e-d8b05e56e08d-span-1,ClinicalPracticeSocGroupGraph,1709251938243,2024-03-01,00:12:18.243,1709251943256,2024-03-01,00:12:23.256
3189772015875894850,26f240d8-afa3-4da9-a952-d6063e34175f-span-1,QbtGetHcpProfileReport,1709313120237,2024-03-01,17:12:00.237,1709313125270,2024-03-01,17:12:05.270
1868631153626698354,2bbb4b80-aece-402d-9257-2c9128498386-span-1,ClinicalPracticeHcpSocsVolume,1709568997730,2024-03-04,16:16:37.730,1709569058383,2024-03-04,16:17:38.383
1889528316652204412,7e51e5a8-7938-489a-aa06-b1d18065c46b-span-1,ClinicalPracticeHcpGroupsVolume,1709569000749,2024-03-04,16:16:40.749,1709569061564,2024-03-04,16:17:41.564
8691236584668715174,76013b8c-b56a-4eb7-bd24-285561cf4c34-span-1,TargetingHeatMap,1709599000243,2024-03-05,00:36:40.243,1709599000319,2024-03-05,00:36:40.319
5251747553221936074,a0bbcaaa-c7d9-40bb-896a-5eb94836b394-span-1,ReferralHcpSummary,1709755357070,2024-03-06,20:02:37.070,1709755357232,2024-03-06,20:02:37.232
3519945502026604289,a0bbcaaa-c7d9-40bb-896a-5eb94836b394-span-1,ReferralHcpSummary,1709755418262,2024-03-06,20:03:38.262,1709755418267,2024-03-06,20:03:38.267
4145375171494054068,c3a3568d-76b6-4864-8949-5c7912d09a01-span-1,TargetingHeatMap,1709818351687,2024-03-07,13:32:31.687,1709818353637,2024-03-07,13:32:33.637
966211763124208772,84752a31-f2cd-4473-8b3b-fe3effbc73b2-span-1,ClinicalPracticeSocGroupsVolume,1709823058794,2024-03-07,14:50:58.794,1709823063812,2024-03-07,14:51:03.812
7911996130668668710,84752a31-f2cd-4473-8b3b-fe3effbc73b2-span-1,ClinicalPracticeSocGroupsVolume,1709823064485,2024-03-07,14:51:04.485,1709823069493,2024-03-07,14:51:09.493
5833240321578475714,84752a31-f2cd-4473-8b3b-fe3effbc73b2-span-1,ClinicalPracticeSocGroupsVolume,1709823070759,2024-03-07,14:51:10.759,1709823075767,2024-03-07,14:51:15.767
4890241348419398066,84752a31-f2cd-4473-8b3b-fe3effbc73b2-span-1,ClinicalPracticeSocGroupsVolume,1709823079023,2024-03-07,14:51:19.023,1709823085427,2024-03-07,14:51:25.427
8719741987835473459,84752a31-f2cd-4473-8b3b-fe3effbc73b2-span-1,ClinicalPracticeSocGroupsVolume,1709823087388,2024-03-07,14:51:27.388,1709823092399,2024-03-07,14:51:32.399
725576283440995036,84752a31-f2cd-4473-8b3b-fe3effbc73b2-span-1,ClinicalPracticeSocGroupsVolume,1709823096514,2024-03-07,14:51:36.514,1709823101525,2024-03-07,14:51:41.525
4082584708148002617,84752a31-f2cd-4473-8b3b-fe3effbc73b2-span-1,ClinicalPracticeSocGroupsVolume,1709823102891,2024-03-07,14:51:42.891,1709823107906,2024-03-07,14:51:47.906
4524429727580107085,84752a31-f2cd-4473-8b3b-fe3effbc73b2-span-1,ClinicalPracticeSocGroupsVolume,1709823109715,2024-03-07,14:51:49.715,1709823114729,2024-03-07,14:51:54.729
8150789331533638257,84752a31-f2cd-4473-8b3b-fe3effbc73b2-span-1,ClinicalPracticeSocGroupsVolume,1709823116297,2024-03-07,14:51:56.297,1709823121307,2024-03-07,14:52:01.307
2506370793592875896,84752a31-f2cd-4473-8b3b-fe3effbc73b2-span-1,ClinicalPracticeSocGroupsVolume,1709823123340,2024-03-07,14:52:03.340,1709823128353,2024-03-07,14:52:08.353
4039886172485999853,84752a31-f2cd-4473-8b3b-fe3effbc73b2-span-1,ClinicalPracticeSocGroupsVolume,1709823131312,2024-03-07,14:52:11.312,1709823136328,2024-03-07,14:52:16.328
4522392412274484654,84752a31-f2cd-4473-8b3b-fe3effbc73b2-span-1,ClinicalPracticeSocGroupsVolume,1709823137905,2024-03-07,14:52:17.905,1709823142916,2024-03-07,14:52:22.916
9094813759261501977,84752a31-f2cd-4473-8b3b-fe3effbc73b2-span-1,ClinicalPracticeSocGroupsVolume,1709823199865,2024-03-07,14:53:19.865,1709823199877,2024-03-07,14:53:19.877
8148348425338564945,98995e74-46ac-44d5-8253-5aedf1f7e7df-span-1,ClinicalPracticeSocCodesVolume,1709828966613,2024-03-07,16:29:26.613,1709828971627,2024-03-07,16:29:31.627
259270538542653901,98995e74-46ac-44d5-8253-5aedf1f7e7df-span-1,ClinicalPracticeSocCodesVolume,1709828972006,2024-03-07,16:29:32.006,1709828977012,2024-03-07,16:29:37.012
292765743073315502,dd404fb2-01b4-4e2a-9c4f-e844a7125135-span-1,QbtGetHcpProfileReport,1709829021556,2024-03-07,16:30:21.556,1709829021767,2024-03-07,16:30:21.767
5912087912095466083,98995e74-46ac-44d5-8253-5aedf1f7e7df-span-1,ClinicalPracticeSocCodesVolume,1709829034063,2024-03-07,16:30:34.063,1709829034455,2024-03-07,16:30:34.455
4975192886396005922,dd404fb2-01b4-4e2a-9c4f-e844a7125135-span-1,QbtGetHcpProfileReport,1709829083815,2024-03-07,16:31:23.815,1709829083823,2024-03-07,16:31:23.823
1177579987129536564,1a70750f-b3f2-4fc2-8cec-f0fabdf36346-span-1,QbtGetHcpProfileReport,1709939517192,2024-03-08,23:11:57.192,1709939518209,2024-03-08,23:11:58.209
1428200171510728034,1510db6e-6d9f-4182-806f-d6b45c9ef319-span-1,ClinicalPracticeHcpGroupGraph,1709965940901,2024-03-09,06:32:20.901,1709965941501,2024-03-09,06:32:21.501
3348416522721389644,be358493-b5e3-41cd-a836-04e1209f5cc4-span-1,TargetingHeatMap,1710170992589,2024-03-11,15:29:52.589,1710170997675,2024-03-11,15:29:57.675
4887845983412065456,a5096e1d-8067-473c-ad56-1a3afb589da2-span-1,ClinicalPracticeHcpGroupGraph,1710181319975,2024-03-11,18:21:59.975,1710181320473,2024-03-11,18:22:00.473
4285139038651357237,5759d0c4-6902-4f41-b4df-eacebb3cd01b-span-1,QbtGetHcpProfileReport,1710198115806,2024-03-11,23:01:55.806,1710198181056,2024-03-11,23:03:01.056
2120225587178778623,12137c55-f6b7-4de6-8979-6f7d3dd45ce8-span-1,QbtGetHcpProfileReport,1710198350761,2024-03-11,23:05:50.761,1710198411506,2024-03-11,23:06:51.506
8614820874231896566,12137c55-f6b7-4de6-8979-6f7d3dd45ce8-span-1,QbtGetHcpProfileReport,1710198412504,2024-03-11,23:06:52.504,1710198474823,2024-03-11,23:07:54.823
5812560246745867954,12137c55-f6b7-4de6-8979-6f7d3dd45ce8-span-1,QbtGetHcpProfileReport,1710198476509,2024-03-11,23:07:56.509,1710198545242,2024-03-11,23:09:05.242
6429352514486567574,e9cd509f-b165-4a6c-9115-053be05ccb68-span-1,QbtOmnisearch,1710275544233,2024-03-12,20:32:24.233,1710275544320,2024-03-12,20:32:24.320
6858699562667793244,06af631c-ce25-431c-b503-628c767a04f9-span-1,QbtGetSocProfileReport,1710317545131,2024-03-13,08:12:25.131,1710317545794,2024-03-13,08:12:25.794
1943606008385802196,5d60f8c0-80e3-4b07-b706-b2b8191f1fb1-span-1,QbtGetTargetingSocNestedRows,1710346932287,2024-03-13,16:22:12.287,1710346937321,2024-03-13,16:22:17.321
5789363608627658156,f4b61132-9d49-46ee-966d-585fe3fd8166-span-1,GetNetworkTotals,1710396771606,2024-03-14,06:12:51.606,1710396891633,2024-03-14,06:14:51.633
2083403239177711813,2b053906-ee6d-411f-bf64-8fc7adc9ebfb-span-1,GetPipelineUnalignedZipRollups,1710439966481,2024-03-14,18:12:46.481,1710439966832,2024-03-14,18:12:46.832
1575367295094316421,581879fa-cabc-44d1-bcc6-5ad56ba91eb2-span-1,ClinicalPracticeHcpGroupGraph,1710441744983,2024-03-14,18:42:24.983,1710441745355,2024-03-14,18:42:25.355
1250330161262345107,976d90e5-a7e0-44f0-8101-673b976f7b56-span-1,GetNetworkTotals,1710452366913,2024-03-14,21:39:26.913,1710452458791,2024-03-14,21:40:58.791
7681414649684677383,976d90e5-a7e0-44f0-8101-673b976f7b56-span-1,GetNetworkTotals,1710452428453,2024-03-14,21:40:28.453,1710452520863,2024-03-14,21:42:00.863
2103227780657820156,976d90e5-a7e0-44f0-8101-673b976f7b56-span-1,GetNetworkTotals,1710452488690,2024-03-14,21:41:28.690,1710452580777,2024-03-14,21:43:00.777
2755373225718272074,51a6887e-58a2-40c1-895a-0e4e0690ce94-span-1,GetNetworkTotals,1710452517719,2024-03-14,21:41:57.719,1710452597901,2024-03-14,21:43:17.901
1609807861980693053,51a6887e-58a2-40c1-895a-0e4e0690ce94-span-1,GetNetworkTotals,1710452579389,2024-03-14,21:42:59.389,1710452699418,2024-03-14,21:44:59.418
3179902552820677679,51a6887e-58a2-40c1-895a-0e4e0690ce94-span-1,GetNetworkTotals,1710452642742,2024-03-14,21:44:02.742,1710452734239,2024-03-14,21:45:34.239
433064305454074921,cd62043a-b41a-46e6-9834-ad3deff56887-span-1,ClinicalPracticeHcpGroupsVolume,1710500570125,2024-03-15,11:02:50.125,1710500575149,2024-03-15,11:02:55.149
7340512043553840505,cd62043a-b41a-46e6-9834-ad3deff56887-span-1,ClinicalPracticeHcpGroupsVolume,1710500576675,2024-03-15,11:02:56.675,1710500581687,2024-03-15,11:03:01.687
6901101935393090669,12669380-8d7b-42c5-be55-b940e056c866-span-1,GetNetworkTotals,1710713211996,2024-03-17,22:06:51.996,1710713301351,2024-03-17,22:08:21.351
10382279830778028,12669380-8d7b-42c5-be55-b940e056c866-span-1,GetNetworkTotals,1710713273644,2024-03-17,22:07:53.644,1710713362455,2024-03-17,22:09:22.455
8110266845424204498,bc5cf5c2-1a10-4d3f-83e7-ae6a988b8021-span-1,GetNetworkTotals,1710713336908,2024-03-17,22:08:56.908,1710713456961,2024-03-17,22:10:56.961
2371744003177985356,bc5cf5c2-1a10-4d3f-83e7-ae6a988b8021-span-1,GetNetworkTotals,1710713398003,2024-03-17,22:09:58.003,1710713486850,2024-03-17,22:11:26.850
7070428467819252018,bc5cf5c2-1a10-4d3f-83e7-ae6a988b8021-span-1,GetNetworkTotals,1710713458258,2024-03-17,22:10:58.258,1710713546854,2024-03-17,22:12:26.854
8565353215471441080,61f1c1d7-26b0-4d59-a2f8-62a54e3fb0a4-span-1,GetNetworkTotals,1710713842513,2024-03-17,22:17:22.513,1710713931231,2024-03-17,22:18:51.231
1047032691650947308,61f1c1d7-26b0-4d59-a2f8-62a54e3fb0a4-span-1,GetNetworkTotals,1710713904665,2024-03-17,22:18:24.665,1710713995481,2024-03-17,22:19:55.481
5423984622359387402,3c65b592-34f8-4d41-bc7b-e59d5012f829-span-1,GetNetworkTotals,1710713968421,2024-03-17,22:19:28.421,1710714057297,2024-03-17,22:20:57.297
6930548378705053910,3c65b592-34f8-4d41-bc7b-e59d5012f829-span-1,GetNetworkTotals,1710714029050,2024-03-17,22:20:29.050,1710714118046,2024-03-17,22:21:58.046
5290992802817041845,3c65b592-34f8-4d41-bc7b-e59d5012f829-span-1,GetNetworkTotals,1710714090878,2024-03-17,22:21:30.878,1710714179481,2024-03-17,22:22:59.481
282366278135244358,1a9dd516-e780-4681-b995-fa3dc4b84275-span-1,GetNetworkTotals,1710714387292,2024-03-17,22:26:27.292,1710714476000,2024-03-17,22:27:56.000
3863457596002151811,1a9dd516-e780-4681-b995-fa3dc4b84275-span-1,GetNetworkTotals,1710714448849,2024-03-17,22:27:28.849,1710714537703,2024-03-17,22:28:57.703
9158736810987775116,1a9dd516-e780-4681-b995-fa3dc4b84275-span-1,GetNetworkTotals,1710714512667,2024-03-17,22:28:32.667,1710714601427,2024-03-17,22:30:01.427
1999349433136832930,4d4e17d4-d185-4941-9863-80a51206836f-span-1,GetNetworkTotals,1710714913800,2024-03-17,22:35:13.800,1710715033850,2024-03-17,22:37:13.850
324092811675419792,4d4e17d4-d185-4941-9863-80a51206836f-span-1,GetNetworkTotals,1710714974603,2024-03-17,22:36:14.603,1710715063367,2024-03-17,22:37:43.367
5449147618922270810,4d4e17d4-d185-4941-9863-80a51206836f-span-1,GetNetworkTotals,1710715035938,2024-03-17,22:37:15.938,1710715124894,2024-03-17,22:38:44.894
1838066351581909002,a00388e7-ab80-4a63-a2fa-0edb7c8d9a65-span-1,GetNetworkTotals,1710715056808,2024-03-17,22:37:36.808,1710715145765,2024-03-17,22:39:05.765
738838371903527179,a00388e7-ab80-4a63-a2fa-0edb7c8d9a65-span-1,GetNetworkTotals,1710715118139,2024-03-17,22:38:38.139,1710715206880,2024-03-17,22:40:06.880
5988137221572699155,a00388e7-ab80-4a63-a2fa-0edb7c8d9a65-span-1,GetNetworkTotals,1710715180876,2024-03-17,22:39:40.876,1710715269632,2024-03-17,22:41:09.632
7889697651347230586,95da9cf3-d964-45c2-89b4-b015ff40a2e8-span-1,GetNetworkTotals,1710716122879,2024-03-17,22:55:22.879,1710716242904,2024-03-17,22:57:22.904
2432503166934388160,95da9cf3-d964-45c2-89b4-b015ff40a2e8-span-1,GetNetworkTotals,1710716184848,2024-03-17,22:56:24.848,1710716273666,2024-03-17,22:57:53.666
6827955740631481558,95da9cf3-d964-45c2-89b4-b015ff40a2e8-span-1,GetNetworkTotals,1710716245665,2024-03-17,22:57:25.665,1710716334616,2024-03-17,22:58:54.616
7132478296508511239,fd09cda8-b06d-4816-8bfc-d27126792e1f-span-1,GetNetworkTotals,1710716476970,2024-03-17,23:01:16.970,1710716566288,2024-03-17,23:02:46.288
7723671643003419537,fd09cda8-b06d-4816-8bfc-d27126792e1f-span-1,GetNetworkTotals,1710716538768,2024-03-17,23:02:18.768,1710716616003,2024-03-17,23:03:36.003
965516165287898594,fd09cda8-b06d-4816-8bfc-d27126792e1f-span-1,GetNetworkTotals,1710716599225,2024-03-17,23:03:19.225,1710716676378,2024-03-17,23:04:36.378
6040613050240468197,8164d607-8341-4230-9b88-18bcaf05569f-span-1,GetNetworkTotals,1710717463911,2024-03-17,23:17:43.911,1710717583945,2024-03-17,23:19:43.945
7457670153356480054,8164d607-8341-4230-9b88-18bcaf05569f-span-1,GetNetworkTotals,1710717524154,2024-03-17,23:18:44.154,1710717612930,2024-03-17,23:20:12.930
6137506895129871237,8164d607-8341-4230-9b88-18bcaf05569f-span-1,GetNetworkTotals,1710717585256,2024-03-17,23:19:45.256,1710717674079,2024-03-17,23:21:14.079
7952565661828089671,5ca784b9-d658-468c-9427-c993dee57dd7-span-1,GetUnalignedZipsTotals,1710775674143,2024-03-18,15:27:54.143,1710775678821,2024-03-18,15:27:58.821
1250245754022806333,0cce3641-8478-4fd6-9d19-777bb5a65c43-span-1,GetUnalignedZipsTotals,1710777471953,2024-03-18,15:57:51.953,1710777591987,2024-03-18,15:59:51.987
242321532684670302,d8be7f18-9c55-430e-9b1b-159d9a47933d-span-1,GetUnalignedZipsTotals,1710777475325,2024-03-18,15:57:55.325,1710777595358,2024-03-18,15:59:55.358
6985062827035209123,58f6cfc7-6051-48ab-b4f7-69d607d8bd11-span-1,GetUnalignedZipsTotals,1710782293147,2024-03-18,17:18:13.147,1710782413180,2024-03-18,17:20:13.180
3699829937499180503,b4146735-acc3-476e-a5e0-f1236dfe3e81-span-1,GetUnalignedZipsTotals,1710782477499,2024-03-18,17:21:17.499,1710782597531,2024-03-18,17:23:17.531
1698798342421043497,3e3448b9-14c7-4f57-959d-6e41cb0d14af-span-1,QbtGetTotalsByRegion,1710782477647,2024-03-18,17:21:17.647,1710782521518,2024-03-18,17:22:01.518
3127901176526510582,bec28702-23bf-489a-8c50-193c38317417-span-1,GetUnalignedZipsTotals,1710782479590,2024-03-18,17:21:19.590,1710782599639,2024-03-18,17:23:19.639
604333969423468652,da5410bb-78d2-47fd-baf6-b2cb0aaef8d5-span-1,GetUnalignedZipsTotals,1710782483603,2024-03-18,17:21:23.603,1710782603647,2024-03-18,17:23:23.647
3501325726212474910,87eb9484-716c-4d8b-aebe-a8a1e29daee5-span-1,QbtGetTotalsByTerritory,1710782486703,2024-03-18,17:21:26.703,1710782523637,2024-03-18,17:22:03.637
2079768285654890179,8e5029ab-8162-4f6a-a6b2-27954b085d99-span-1,TargetingHeatMap,1710782488237,2024-03-18,17:21:28.237,1710782518810,2024-03-18,17:21:58.810
3594395046952099717,16ab4163-baca-4146-a9e3-e92bdfcd713e-span-1,GetUnalignedZipsTotals,1710783256233,2024-03-18,17:34:16.233,1710783376264,2024-03-18,17:36:16.264
